vin,sequence_index,vehicle_model,powertrain_type,assembly_hall,station_code,spindle_torque_nm,nominal_torque_nm,thermal_paste_vol_ml,weld_temperature_c,structural_adhesion_kpa,hv_insulation_mohm,actual_cycle_time_sec,target_takt_time_sec,jis_woodruff_battery_batch,quarantine_status,scrap_risk_score,timestamp
4USBM851686,63,BMW iX5 Hydrogen/BEV,BEV,"Assembly Hall 52 (Mid/Full-Size SAC/SAV: X5, X6, X7, XM, iX5)",L1_S24_EXHAUST_AND_HV,45.03,45.0,343.9,181.1,820.3,551.8,43.7,44.0,WF-800V-9769,PASSED,0.04,2026-09-03T14:01:50.244203+00:00
4USBM851686,63,BMW iX5 Hydrogen/BEV,BEV,"Assembly Hall 52 (Mid/Full-Size SAC/SAV: X5, X6, X7, XM, iX5)",L1_S32_DOORS_AND_INTERIOR,42.81,45.0,340.6,191.2,812.7,535.0,62.4,60.0,WF-800V-9769,PASSED,0.07,2026-09-03T14:01:36.244203+00:00
4USBM851686,63,BMW iX5 Hydrogen/BEV,BEV,"Assembly Hall 52 (Mid/Full-Size SAC/SAV: X5, X6, X7, XM, iX5)",L1_S40_GLAZING_AND_SEALING,44.94,45.0,349.5,184.1,832.8,569.4,50.2,54.0,WF-800V-9769,PASSED,0.02,2026-09-03T14:01:27.244203+00:00
4USBM851686,63,BMW iX5 Hydrogen/BEV,BEV,"Assembly Hall 52 (Mid/Full-Size SAC/SAV: X5, X6, X7, XM, iX5)",L1_S50_FINAL_LINE_ROLLOFF,46.24,45.0,361.9,188.1,797.6,557.5,65.0,66.0,WF-800V-9769,PASSED,0.07,2026-09-03T14:01:56.244203+00:00
4USBM206948,64,BMW X5,PHEV,"Assembly Hall 52 (Mid/Full-Size SAC/SAV: X5, X6, X7, XM, iX5)",L1_S01_CHASSIS_INTAKE,45.36,45.0,351.9,186.6,810.0,536.5,50.1,50.0,WF-800V-9962,PASSED,0.07,2026-09-03T14:02:26.244203+00:00
4USBM206948,64,BMW X5,PHEV,"Assembly Hall 52 (Mid/Full-Size SAC/SAV: X5, X6, X7, XM, iX5)",L1_S05_UNDERBODY_PREP,44.6,45.0,340.9,184.5,830.6,569.2,55.0,58.0,WF-800V-9962,PASSED,0.1,2026-09-03T14:02:50.244203+00:00
4USBM206948,64,BMW X5,PHEV,"Assembly Hall 52 (Mid/Full-Size SAC/SAV: X5, X6, X7, XM, iX5)",L1_S12_BATTERY_MARRIAGE,63.16,65.0,377.9,194.6,807.5,573.8,63.7,64.0,WF-800V-9962,PASSED,0.05,2026-09-03T14:02:49.244203+00:00
4USBM206948,64,BMW X5,PHEV,"Assembly Hall 52 (Mid/Full-Size SAC/SAV: X5, X6, X7, XM, iX5)",L1_S18_POWERTRAIN_DROP,43.87,45.0,324.3,188.6,803.0,544.5,69.9,72.0,WF-800V-9962,PASSED,0.14,2026-09-03T14:02:23.244203+00:00
4USBM206948,64,BMW X5,PHEV,"Assembly Hall 52 (Mid/Full-Size SAC/SAV: X5, X6, X7, XM, iX5)",L1_S24_EXHAUST_AND_HV,45.49,45.0,339.7,191.2,757.4,542.5,66.0,66.0,WF-800V-9962,PASSED,0.12,2026-09-03T14:02:29.244203+00:00
4USBM206948,64,BMW X5,PHEV,"Assembly Hall 52 (Mid/Full-Size SAC/SAV: X5, X6, X7, XM, iX5)",L1_S32_DOORS_AND_INTERIOR,44.06,45.0,364.3,185.0,815.8,587.5,55.2,58.0,WF-800V-9962,PASSED,0.04,2026-09-03T14:02:43.244203+00:00
4USBM206948,64,BMW X5,PHEV,"Assembly Hall 52 (Mid/Full-Size SAC/SAV: X5, X6, X7, XM, iX5)",L1_S40_GLAZING_AND_SEALING,46.01,45.0,351.7,181.1,826.7,549.1,46.1,52.0,WF-800V-9962,PASSED,0.03,2026-09-03T14:02:37.244203+00:00
4USBM206948,64,BMW X5,PHEV,"Assembly Hall 52 (Mid/Full-Size SAC/SAV: X5, X6, X7, XM, iX5)",L1_S50_FINAL_LINE_ROLLOFF,46.18,45.0,360.5,176.0,784.0,520.2,60.9,64.0,WF-800V-9962,PASSED,0.08,2026-09-03T14:02:16.244203+00:00
4USBM578003,65,BMW X5,PHEV,"Assembly Hall 52 (Mid/Full-Size SAC/SAV: X5, X6, X7, XM, iX5)",L1_S01_CHASSIS_INTAKE,43.2,45.0,319.8,186.1,866.2,536.0,49.5,50.0,WF-800V-9177,PASSED,0.03,2026-09-03T14:03:13.244203+00:00
4USBM578003,65,BMW X5,PHEV,"Assembly Hall 52 (Mid/Full-Size SAC/SAV: X5, X6, X7, XM, iX5)",L1_S05_UNDERBODY_PREP,46.46,45.0,349.8,179.5,786.1,561.5,61.5,58.0,WF-800V-9177,PASSED,0.1,2026-09-03T14:03:36.244203+00:00
4USBM578003,65,BMW X5,PHEV,"Assembly Hall 52 (Mid/Full-Size SAC/SAV: X5, X6, X7, XM, iX5)",L1_S12_BATTERY_MARRIAGE,65.53,65.0,343.9,185.3,819.2,539.7,60.9,64.0,WF-800V-9177,PASSED,0.06,2026-09-03T14:03:43.244203+00:00
4USBM578003,65,BMW X5,PHEV,"Assembly Hall 52 (Mid/Full-Size SAC/SAV: X5, X6, X7, XM, iX5)",L1_S18_POWERTRAIN_DROP,44.5,45.0,345.5,194.1,827.4,533.7,71.0,72.0,WF-800V-9177,PASSED,0.05,2026-09-03T14:03:37.244203+00:00
4USBM578003,65,BMW X5,PHEV,"Assembly Hall 52 (Mid/Full-Size SAC/SAV: X5, X6, X7, XM, iX5)",L1_S24_EXHAUST_AND_HV,45.83,45.0,351.2,186.0,861.9,569.9,66.3,66.0,WF-800V-9177,PASSED,0.12,2026-09-03T14:03:36.244203+00:00
4USBM578003,65,BMW X5,PHEV,"Assembly Hall 52 (Mid/Full-Size SAC/SAV: X5, X6, X7, XM, iX5)",L1_S32_DOORS_AND_INTERIOR,44.34,45.0,347.3,180.7,819.2,567.1,55.6,58.0,WF-800V-9177,PASSED,0.12,2026-09-03T14:03:19.244203+00:00
4USBM578003,65,BMW X5,PHEV,"Assembly Hall 52 (Mid/Full-Size SAC/SAV: X5, X6, X7, XM, iX5)",L1_S40_GLAZING_AND_SEALING,45.51,45.0,364.4,190.0,784.9,555.0,50.5,52.0,WF-800V-9177,PASSED,0.08,2026-09-03T14:03:32.244203+00:00
4USBM578003,65,BMW X5,PHEV,"Assembly Hall 52 (Mid/Full-Size SAC/SAV: X5, X6, X7, XM, iX5)",L1_S50_FINAL_LINE_ROLLOFF,45.97,45.0,316.8,178.5,864.6,539.1,62.0,64.0,WF-800V-9177,PASSED,0.05,2026-09-03T14:03:23.244203+00:00
4USBM682130,66,BMW X5,PHEV,"Assembly Hall 52 (Mid/Full-Size SAC/SAV: X5, X6, X7, XM, iX5)",L1_S01_CHASSIS_INTAKE,44.47,45.0,350.3,189.7,846.1,540.2,46.8,50.0,WF-800V-9792,PASSED,0.04,2026-09-03T14:04:03.244203+00:00
4USBM682130,66,BMW X5,PHEV,"Assembly Hall 52 (Mid/Full-Size SAC/SAV: X5, X6, X7, XM, iX5)",L1_S05_UNDERBODY_PREP,42.81,45.0,332.2,187.6,786.3,554.2,59.9,58.0,WF-800V-9792,PASSED,0.13,2026-09-03T14:04:29.244203+00:00
4USBM682130,66,BMW X5,PHEV,"Assembly Hall 52 (Mid/Full-Size SAC/SAV: X5, X6, X7, XM, iX5)",L1_S12_BATTERY_MARRIAGE,65.75,65.0,340.0,185.4,815.4,574.2,65.2,64.0,WF-800V-9792,PASSED,0.12,2026-09-03T14:04:34.244203+00:00
4USBM682130,66,BMW X5,PHEV,"Assembly Hall 52 (Mid/Full-Size SAC/SAV: X5, X6, X7, XM, iX5)",L1_S18_POWERTRAIN_DROP,45.76,45.0,330.2,188.6,788.0,550.2,69.1,72.0,WF-800V-9792,PASSED,0.07,2026-09-03T14:04:20.244203+00:00
4USBM682130,66,BMW X5,PHEV,"Assembly Hall 52 (Mid/Full-Size SAC/SAV: X5, X6, X7, XM, iX5)",L1_S24_EXHAUST_AND_HV,43.44,45.0,337.2,183.7,783.4,557.7,65.6,66.0,WF-800V-9792,PASSED,0.11,2026-09-03T14:04:07.244203+00:00
4USBM682130,66,BMW X5,PHEV,"Assembly Hall 52 (Mid/Full-Size SAC/SAV: X5, X6, X7, XM, iX5)",L1_S32_DOORS_AND_INTERIOR,46.11,45.0,331.4,180.7,800.0,557.6,53.7,58.0,WF-800V-9792,PASSED,0.13,2026-09-03T14:04:15.244203+00:00
4USBM682130,66,BMW X5,PHEV,"Assembly Hall 52 (Mid/Full-Size SAC/SAV: X5, X6, X7, XM, iX5)",L1_S40_GLAZING_AND_SEALING,45.5,45.0,348.5,185.1,814.3,555.5,52.2,52.0,WF-800V-9792,PASSED,0.09,2026-09-03T14:04:11.244203+00:00
4USBM682130,66,BMW X5,PHEV,"Assembly Hall 52 (Mid/Full-Size SAC/SAV: X5, X6, X7, XM, iX5)",L1_S50_FINAL_LINE_ROLLOFF,43.8,45.0,329.7,184.9,793.8,546.3,64.6,64.0,WF-800V-9792,PASSED,0.15,2026-09-03T14:04:10.244203+00:00
4USBM156157,67,BMW X5,PHEV,"Assembly Hall 52 (Mid/Full-Size SAC/SAV: X5, X6, X7, XM, iX5)",L1_S01_CHASSIS_INTAKE,46.9,45.0,334.3,181.1,808.1,554.7,53.9,50.0,WF-800V-9918,PASSED,0.02,2026-09-03T14:05:30.244203+00:00
4USBM156157,67,BMW X5,PHEV,"Assembly Hall 52 (Mid/Full-Size SAC/SAV: X5, X6, X7, XM, iX5)",L1_S05_UNDERBODY_PREP,42.48,45.0,311.3,178.7,819.5,541.9,54.8,58.0,WF-800V-9918,PASSED,0.06,2026-09-03T14:05:18.244203+00:00
4USBM156157,67,BMW X5,PHEV,"Assembly Hall 52 (Mid/Full-Size SAC/SAV: X5, X6, X7, XM, iX5)",L1_S12_BATTERY_MARRIAGE,65.49,65.0,327.2,185.1,813.6,550.7,66.1,64.0,WF-800V-9918,PASSED,0.06,2026-09-03T14:05:12.244203+00:00
4USBM156157,67,BMW X5,PHEV,"Assembly Hall 52 (Mid/Full-Size SAC/SAV: X5, X6, X7, XM, iX5)",L1_S18_POWERTRAIN_DROP,43.9,45.0,319.8,179.1,782.5,562.4,72.6,72.0,WF-800V-9918,PASSED,0.02,2026-09-03T14:05:09.244203+00:00
4USBM156157,67,BMW X5,PHEV,"Assembly Hall 52 (Mid/Full-Size SAC/SAV: X5, X6, X7, XM, iX5)",L1_S24_EXHAUST_AND_HV,45.55,45.0,341.3,192.7,819.7,580.8,70.1,66.0,WF-800V-9918,PASSED,0.02,2026-09-03T14:05:27.244203+00:00
4USBM156157,67,BMW X5,PHEV,"Assembly Hall 52 (Mid/Full-Size SAC/SAV: X5, X6, X7, XM, iX5)",L1_S32_DOORS_AND_INTERIOR,45.98,45.0,330.5,193.3,837.7,550.1,57.4,58.0,WF-800V-9918,PASSED,0.03,2026-09-03T14:05:18.244203+00:00
4USBM156157,67,BMW X5,PHEV,"Assembly Hall 52 (Mid/Full-Size SAC/SAV: X5, X6, X7, XM, iX5)",L1_S40_GLAZING_AND_SEALING,45.11,45.0,327.1,180.9,837.1,553.3,52.2,52.0,WF-800V-9918,PASSED,0.06,2026-09-03T14:05:15.244203+00:00
4USBM156157,67,BMW X5,PHEV,"Assembly Hall 52 (Mid/Full-Size SAC/SAV: X5, X6, X7, XM, iX5)",L1_S50_FINAL_LINE_ROLLOFF,44.67,45.0,349.1,190.2,782.6,546.4,60.6,64.0,WF-800V-9918,PASSED,0.06,2026-09-03T14:05:35.244203+00:00
4USBM199897,68,BMW X5,ICE,"Assembly Hall 52 (Mid/Full-Size SAC/SAV: X5, X6, X7, XM, iX5)",L1_S01_CHASSIS_INTAKE,47.78,45.0,0.0,180.3,808.4,999.0,47.9,48.0,N/A_ICE,PASSED,0.02,2026-09-03T14:06:04.244203+00:00
4USBM199897,68,BMW X5,ICE,"Assembly Hall 52 (Mid/Full-Size SAC/SAV: X5, X6, X7, XM, iX5)",L1_S05_UNDERBODY_PREP,45.26,45.0,0.0,182.1,824.3,999.0,54.7,54.0,N/A_ICE,PASSED,0.09,2026-09-03T14:06:18.244203+00:00
4USBM199897,68,BMW X5,ICE,"Assembly Hall 52 (Mid/Full-Size SAC/SAV: X5, X6, X7, XM, iX5)",L1_S12_BATTERY_MARRIAGE,64.94,65.0,0.0,180.4,780.5,999.0,33.1,32.0,N/A_ICE,PASSED,0.11,2026-09-03T14:06:02.244203+00:00
4USBM199897,68,BMW X5,ICE,"Assembly Hall 52 (Mid/Full-Size SAC/SAV: X5, X6, X7, XM, iX5)",L1_S18_POWERTRAIN_DROP,45.65,45.0,0.0,185.0,821.7,999.0,71.0,68.0,N/A_ICE,PASSED,0.03,2026-09-03T14:06:00.244203+00:00
4USBM199897,68,BMW X5,ICE,"Assembly Hall 52 (Mid/Full-Size SAC/SAV: X5, X6, X7, XM, iX5)",L1_S24_EXHAUST_AND_HV,47.62,45.0,0.0,193.8,823.0,999.0,59.2,62.0,N/A_ICE,PASSED,0.1,2026-09-03T14:06:14.244203+00:00
4USBM199897,68,BMW X5,ICE,"Assembly Hall 52 (Mid/Full-Size SAC/SAV: X5, X6, X7, XM, iX5)",L1_S32_DOORS_AND_INTERIOR,46.98,45.0,0.0,188.0,766.3,999.0,56.7,56.0,N/A_ICE,PASSED,0.07,2026-09-03T14:06:10.244203+00:00
4USBM199897,68,BMW X5,ICE,"Assembly Hall 52 (Mid/Full-Size SAC/SAV: X5, X6, X7, XM, iX5)",L1_S40_GLAZING_AND_SEALING,45.45,45.0,0.0,180.2,831.4,999.0,54.0,52.0,N/A_ICE,PASSED,0.08,2026-09-03T14:05:54.244203+00:00
4USBM199897,68,BMW X5,ICE,"Assembly Hall 52 (Mid/Full-Size SAC/SAV: X5, X6, X7, XM, iX5)",L1_S50_FINAL_LINE_ROLLOFF,45.74,45.0,0.0,187.9,831.8,999.0,64.3,58.0,N/A_ICE,PASSED,0.09,2026-09-03T14:05:54.244203+00:00
4USBM753535,69,BMW X7,ICE,"Assembly Hall 52 (Mid/Full-Size SAC/SAV: X5, X6, X7, XM, iX5)",L1_S01_CHASSIS_INTAKE,45.21,45.0,0.0,180.1,804.6,999.0,45.8,48.0,N/A_ICE,PASSED,0.06,2026-09-03T14:07:26.244203+00:00
4USBM753535,69,BMW X7,ICE,"Assembly Hall 52 (Mid/Full-Size SAC/SAV: X5, X6, X7, XM, iX5)",L1_S05_UNDERBODY_PREP,45.14,45.0,0.0,188.9,847.4,999.0,51.5,54.0,N/A_ICE,PASSED,0.07,2026-09-03T14:07:13.244203+00:00
4USBM753535,69,BMW X7,ICE,"Assembly Hall 52 (Mid/Full-Size SAC/SAV: X5, X6, X7, XM, iX5)",L1_S12_BATTERY_MARRIAGE,66.9,65.0,0.0,180.0,832.1,999.0,32.9,32.0,N/A_ICE,PASSED,0.15,2026-09-03T14:07:08.244203+00:00
4USBM753535,69,BMW X7,ICE,"Assembly Hall 52 (Mid/Full-Size SAC/SAV: X5, X6, X7, XM, iX5)",L1_S18_POWERTRAIN_DROP,45.9,45.0,0.0,180.2,790.3,999.0,66.5,68.0,N/A_ICE,PASSED,0.05,2026-09-03T14:06:58.244203+00:00
4USBM753535,69,BMW X7,ICE,"Assembly Hall 52 (Mid/Full-Size SAC/SAV: X5, X6, X7, XM, iX5)",L1_S24_EXHAUST_AND_HV,43.91,45.0,0.0,187.6,800.9,999.0,62.7,62.0,N/A_ICE,PASSED,0.11,2026-09-03T14:07:14.244203+00:00
4USBM753535,69,BMW X7,ICE,"Assembly Hall 52 (Mid/Full-Size SAC/SAV: X5, X6, X7, XM, iX5)",L1_S32_DOORS_AND_INTERIOR,44.3,45.0,0.0,178.8,827.7,999.0,55.0,56.0,N/A_ICE,PASSED,0.02,2026-09-03T14:06:50.244203+00:00
4USBM753535,69,BMW X7,ICE,"Assembly Hall 52 (Mid/Full-Size SAC/SAV: X5, X6, X7, XM, iX5)",L1_S40_GLAZING_AND_SEALING,45.55,45.0,0.0,177.4,825.2,999.0,52.3,52.0,N/A_ICE,PASSED,0.1,2026-09-03T14:06:53.244203+00:00
4USBM753535,69,BMW X7,ICE,"Assembly Hall 52 (Mid/Full-Size SAC/SAV: X5, X6, X7, XM, iX5)",L1_S50_FINAL_LINE_ROLLOFF,47.05,45.0,0.0,194.5,820.8,999.0,55.8,58.0,N/A_ICE,PASSED,0.01,2026-09-03T14:07:00.244203+00:00
4USBM728265,70,BMW X5,PHEV,"Assembly Hall 52 (Mid/Full-Size SAC/SAV: X5, X6, X7, XM, iX5)",L1_S01_CHASSIS_INTAKE,46.58,45.0,342.1,185.7,846.6,541.7,51.8,50.0,WF-800V-9499,PASSED,0.11,2026-09-03T14:08:05.244203+00:00
4USBM728265,70,BMW X5,PHEV,"Assembly Hall 52 (Mid/Full-Size SAC/SAV: X5, X6, X7, XM, iX5)",L1_S05_UNDERBODY_PREP,43.89,45.0,329.9,182.8,854.4,552.7,57.7,58.0,WF-800V-9499,PASSED,0.06,2026-09-03T14:08:21.244203+00:00
4USBM728265,70,BMW X5,PHEV,"Assembly Hall 52 (Mid/Full-Size SAC/SAV: X5, X6, X7, XM, iX5)",L1_S12_BATTERY_MARRIAGE,64.55,65.0,325.9,190.2,798.6,547.3,63.7,64.0,WF-800V-9499,PASSED,0.06,2026-09-03T14:07:56.244203+00:00
4USBM728265,70,BMW X5,PHEV,"Assembly Hall 52 (Mid/Full-Size SAC/SAV: X5, X6, X7, XM, iX5)",L1_S18_POWERTRAIN_DROP,43.92,45.0,319.7,184.7,806.1,541.1,71.1,72.0,WF-800V-9499,PASSED,0.03,2026-09-03T14:07:58.244203+00:00
4USBM728265,70,BMW X5,PHEV,"Assembly Hall 52 (Mid/Full-Size SAC/SAV: X5, X6, X7, XM, iX5)",L1_S24_EXHAUST_AND_HV,46.89,45.0,360.4,174.0,838.6,533.4,68.3,66.0,WF-800V-9499,PASSED,0.08,2026-09-03T14:07:45.244203+00:00
4USBM728265,70,BMW X5,PHEV,"Assembly Hall 52 (Mid/Full-Size SAC/SAV: X5, X6, X7, XM, iX5)",L1_S32_DOORS_AND_INTERIOR,46.58,45.0,341.9,185.6,813.4,523.5,62.0,58.0,WF-800V-9499,PASSED,0.06,2026-09-03T14:08:02.244203+00:00
4USBM728265,70,BMW X5,PHEV,"Assembly Hall 52 (Mid/Full-Size SAC/SAV: X5, X6, X7, XM, iX5)",L1_S40_GLAZING_AND_SEALING,46.02,45.0,358.3,185.3,825.0,568.4,52.4,52.0,WF-800V-9499,PASSED,0.03,2026-09-03T14:08:03.244203+00:00
4USBM728265,70,BMW X5,PHEV,"Assembly Hall 52 (Mid/Full-Size SAC/SAV: X5, X6, X7, XM, iX5)",L1_S50_FINAL_LINE_ROLLOFF,44.71,45.0,338.1,184.6,822.4,560.2,63.6,64.0,WF-800V-9499,PASSED,0.14,2026-09-03T14:08:21.244203+00:00
4USBM833914,71,BMW X5,PHEV,"Assembly Hall 52 (Mid/Full-Size SAC/SAV: X5, X6, X7, XM, iX5)",L1_S01_CHASSIS_INTAKE,48.06,45.0,355.9,195.8,808.1,573.0,53.2,50.0,WF-800V-9960,PASSED,0.15,2026-09-03T14:09:02.244203+00:00
4USBM833914,71,BMW X5,PHEV,"Assembly Hall 52 (Mid/Full-Size SAC/SAV: X5, X6, X7, XM, iX5)",L1_S05_UNDERBODY_PREP,45.75,45.0,332.4,187.9,819.4,539.7,51.7,58.0,WF-800V-9960,PASSED,0.15,2026-09-03T14:08:56.244203+00:00
4USBM833914,71,BMW X5,PHEV,"Assembly Hall 52 (Mid/Full-Size SAC/SAV: X5, X6, X7, XM, iX5)",L1_S12_BATTERY_MARRIAGE,66.45,65.0,330.9,183.5,781.8,534.9,61.8,64.0,WF-800V-9960,PASSED,0.08,2026-09-03T14:08:42.244203+00:00
4USBM833914,71,BMW X5,PHEV,"Assembly Hall 52 (Mid/Full-Size SAC/SAV: X5, X6, X7, XM, iX5)",L1_S18_POWERTRAIN_DROP,45.72,45.0,345.3,177.7,818.6,556.5,70.3,72.0,WF-800V-9960,PASSED,0.05,2026-09-03T14:09:03.244203+00:00
4USBM833914,71,BMW X5,PHEV,"Assembly Hall 52 (Mid/Full-Size SAC/SAV: X5, X6, X7, XM, iX5)",L1_S24_EXHAUST_AND_HV,46.54,45.0,349.0,184.8,800.3,552.2,64.5,66.0,WF-800V-9960,PASSED,0.05,2026-09-03T14:08:55.244203+00:00
4USBM833914,71,BMW X5,PHEV,"Assembly Hall 52 (Mid/Full-Size SAC/SAV: X5, X6, X7, XM, iX5)",L1_S32_DOORS_AND_INTERIOR,44.97,45.0,345.8,183.4,801.5,519.6,59.9,58.0,WF-800V-9960,PASSED,0.04,2026-09-03T14:08:39.244203+00:00
4USBM833914,71,BMW X5,PHEV,"Assembly Hall 52 (Mid/Full-Size SAC/SAV: X5, X6, X7, XM, iX5)",L1_S40_GLAZING_AND_SEALING,42.16,45.0,340.4,178.0,852.5,558.8,52.5,52.0,WF-800V-9960,PASSED,0.03,2026-09-03T14:09:08.244203+00:00
4USBM833914,71,BMW X5,PHEV,"Assembly Hall 52 (Mid/Full-Size SAC/SAV: X5, X6, X7, XM, iX5)",L1_S50_FINAL_LINE_ROLLOFF,43.63,45.0,347.7,183.3,834.7,561.3,63.9,64.0,WF-800V-9960,PASSED,0.14,2026-09-03T14:08:44.244203+00:00
4USBM977177,72,BMW X5,PHEV,"Assembly Hall 52 (Mid/Full-Size SAC/SAV: X5, X6, X7, XM, iX5)",L1_S01_CHASSIS_INTAKE,44.05,45.0,343.8,192.0,791.7,551.9,42.9,50.0,WF-800V-9576,PASSED,0.08,2026-09-03T14:10:10.244203+00:00
4USBM977177,72,BMW X5,PHEV,"Assembly Hall 52 (Mid/Full-Size SAC/SAV: X5, X6, X7, XM, iX5)",L1_S05_UNDERBODY_PREP,43.72,45.0,353.9,186.2,781.9,569.8,61.7,58.0,WF-800V-9576,PASSED,0.05,2026-09-03T14:09:57.244203+00:00
4USBM977177,72,BMW X5,PHEV,"Assembly Hall 52 (Mid/Full-Size SAC/SAV: X5, X6, X7, XM, iX5)",L1_S12_BATTERY_MARRIAGE,64.12,65.0,337.2,178.5,897.0,545.6,56.1,64.0,WF-800V-9576,PASSED,0.09,2026-09-03T14:09:33.244203+00:00
4USBM977177,72,BMW X5,PHEV,"Assembly Hall 52 (Mid/Full-Size SAC/SAV: X5, X6, X7, XM, iX5)",L1_S18_POWERTRAIN_DROP,42.44,45.0,332.6,184.8,806.0,567.8,71.4,72.0,WF-800V-9576,PASSED,0.04,2026-09-03T14:09:34.244203+00:00
4USBM977177,72,BMW X5,PHEV,"Assembly Hall 52 (Mid/Full-Size SAC/SAV: X5, X6, X7, XM, iX5)",L1_S24_EXHAUST_AND_HV,43.87,45.0,322.5,179.7,779.3,544.3,68.5,66.0,WF-800V-9576,PASSED,0.01,2026-09-03T14:09:40.244203+00:00
4USBM977177,72,BMW X5,PHEV,"Assembly Hall 52 (Mid/Full-Size SAC/SAV: X5, X6, X7, XM, iX5)",L1_S32_DOORS_AND_INTERIOR,46.11,45.0,349.9,188.6,792.5,554.9,56.2,58.0,WF-800V-9576,PASSED,0.01,2026-09-03T14:09:54.244203+00:00
4USBM977177,72,BMW X5,PHEV,"Assembly Hall 52 (Mid/Full-Size SAC/SAV: X5, X6, X7, XM, iX5)",L1_S40_GLAZING_AND_SEALING,44.15,45.0,357.6,179.3,803.1,530.6,49.9,52.0,WF-800V-9576,PASSED,0.08,2026-09-03T14:10:00.244203+00:00
4USBM977177,72,BMW X5,PHEV,"Assembly Hall 52 (Mid/Full-Size SAC/SAV: X5, X6, X7, XM, iX5)",L1_S50_FINAL_LINE_ROLLOFF,43.62,45.0,335.6,187.8,786.8,574.9,63.8,64.0,WF-800V-9576,PASSED,0.12,2026-09-03T14:09:38.244203+00:00
4USBM846566,73,BMW X5,PHEV,"Assembly Hall 52 (Mid/Full-Size SAC/SAV: X5, X6, X7, XM, iX5)",L1_S01_CHASSIS_INTAKE,46.73,45.0,328.6,187.0,826.3,559.3,51.3,50.0,WF-800V-9820,PASSED,0.12,2026-09-03T14:10:55.244203+00:00
4USBM846566,73,BMW X5,PHEV,"Assembly Hall 52 (Mid/Full-Size SAC/SAV: X5, X6, X7, XM, iX5)",L1_S05_UNDERBODY_PREP,44.54,45.0,350.2,184.1,799.2,543.2,58.0,58.0,WF-800V-9820,PASSED,0.03,2026-09-03T14:10:27.244203+00:00
4USBM846566,73,BMW X5,PHEV,"Assembly Hall 52 (Mid/Full-Size SAC/SAV: X5, X6, X7, XM, iX5)",L1_S12_BATTERY_MARRIAGE,65.32,65.0,341.3,182.8,827.7,530.7,62.9,64.0,WF-800V-9820,PASSED,0.12,2026-09-03T14:11:03.244203+00:00
4USBM846566,73,BMW X5,PHEV,"Assembly Hall 52 (Mid/Full-Size SAC/SAV: X5, X6, X7, XM, iX5)",L1_S18_POWERTRAIN_DROP,46.54,45.0,352.7,182.5,795.3,570.1,69.0,72.0,WF-800V-9820,PASSED,0.12,2026-09-03T14:10:49.244203+00:00
4USBM846566,73,BMW X5,PHEV,"Assembly Hall 52 (Mid/Full-Size SAC/SAV: X5, X6, X7, XM, iX5)",L1_S24_EXHAUST_AND_HV,46.01,45.0,330.2,183.0,786.4,542.9,63.1,66.0,WF-800V-9820,PASSED,0.07,2026-09-03T14:10:53.244203+00:00
4USBM846566,73,BMW X5,PHEV,"Assembly Hall 52 (Mid/Full-Size SAC/SAV: X5, X6, X7, XM, iX5)",L1_S32_DOORS_AND_INTERIOR,44.73,45.0,337.7,180.3,807.1,550.8,61.0,58.0,WF-800V-9820,PASSED,0.03,2026-09-03T14:11:04.244203+00:00
4USBM846566,73,BMW X5,PHEV,"Assembly Hall 52 (Mid/Full-Size SAC/SAV: X5, X6, X7, XM, iX5)",L1_S40_GLAZING_AND_SEALING,43.33,45.0,353.2,194.2,848.4,551.2,49.8,52.0,WF-800V-9820,PASSED,0.08,2026-09-03T14:10:31.244203+00:00
4USBM846566,73,BMW X5,PHEV,"Assembly Hall 52 (Mid/Full-Size SAC/SAV: X5, X6, X7, XM, iX5)",L1_S50_FINAL_LINE_ROLLOFF,44.91,45.0,346.2,180.1,829.2,537.6,64.2,64.0,WF-800V-9820,PASSED,0.12,2026-09-03T14:11:00.244203+00:00
4USBM518995,74,BMW XM (High-Performance PHEV),PHEV,"Assembly Hall 52 (Mid/Full-Size SAC/SAV: X5, X6, X7, XM, iX5)",L1_S01_CHASSIS_INTAKE,43.44,45.0,345.6,185.0,821.0,520.0,51.5,50.0,WF-800V-9560,PASSED,0.15,2026-09-03T14:11:30.244203+00:00
4USBM518995,74,BMW XM (High-Performance PHEV),PHEV,"Assembly Hall 52 (Mid/Full-Size SAC/SAV: X5, X6, X7, XM, iX5)",L1_S05_UNDERBODY_PREP,46.02,45.0,336.9,177.9,841.4,554.8,56.8,58.0,WF-800V-9560,PASSED,0.12,2026-09-03T14:11:45.244203+00:00
4USBM518995,74,BMW XM (High-Performance PHEV),PHEV,"Assembly Hall 52 (Mid/Full-Size SAC/SAV: X5, X6, X7, XM, iX5)",L1_S12_BATTERY_MARRIAGE,65.65,65.0,339.5,189.0,831.1,573.0,64.1,64.0,WF-800V-9560,PASSED,0.01,2026-09-03T14:11:56.244203+00:00
4USBM518995,74,BMW XM (High-Performance PHEV),PHEV,"Assembly Hall 52 (Mid/Full-Size SAC/SAV: X5, X6, X7, XM, iX5)",L1_S18_POWERTRAIN_DROP,45.9,45.0,339.5,190.9,820.8,544.1,74.4,72.0,WF-800V-9560,PASSED,0.02,2026-09-03T14:11:38.244203+00:00
